seed	solutions	b	t	mean_c1	mean_v1	mean_core_fraction	ess	seconds
40	6	0.8	0.95	57.28218855287538	19.317323937957703	0.946541982727384	5.871504511441568	1.7901284749968909
40	6	0.8	0.9	56.863206806183335	19.3456369129084	0.9468165021179489	5.636030821444245	1.7901284749968909
40	6	0.8	0.8	56.32529268182663	19.393509908586495	0.9478138338411862	5.143916254897855	1.7901284749968909
40	6	0.6	1.0	58.00000000000001	19.230769230769234	0.9423076923076923	5.728813559322034	1.7901284749968909
40	6	0.6	0.95	57.43685850912467	19.258500014075413	0.9419356833215792	5.716706047964707	1.7901284749968909
40	6	0.6	0.9	56.994630610806304	19.283745953539185	0.9417863013449183	5.519265064514604	1.7901284749968909
40	6	0.6	0.8	56.421403443421696	19.32733480360036	0.9421197176911025	5.077191356664455	1.7901284749968909
41	0	1.0	1.0	0.0	0.0	0.0	0.0	1.8410603610100225
42	2	1.0	1.0	56.5	20.0	1.0	2.0	1.6225834349752404
42	2	1.0	0.95	56.18116262595138	20.0	1.0	1.9679903159910985	1.6225834349752404
42	2	1.0	0.9	55.85631472062069	20.0	1.0	1.8756572099665465	1.6225834349752404
42	2	1.0	0.8	55.23403229693902	20.0	1.0	1.591814411439181	1.6225834349752404
42	2	0.8	1.0	56.5	20.0	1.0	2.0	1.6225834349752404
42	2	0.8	0.95	56.18116262595139	20.0	1.0	1.9679903159910987	1.6225834349752404
42	2	0.8	0.9	55.85631472062069	20.0	1.0	1.8756572099665472	1.6225834349752404
42	2	0.8	0.8	55.23403229693903	20.0	1.0	1.5918144114391808	1.6225834349752404
42	2	0.6	1.0	56.5	20.0	1.0	2.0	1.6225834349752404
42	2	0.6	0.95	56.18116262595137	20.0	1.0	1.9679903159910985	1.6225834349752404
42	2	0.6	0.9	55.856314720620695	20.000000000000004	1.0	1.8756572099665463	1.6225834349752404
42	2	0.6	0.8	55.23403229693902	20.0	1.0	1.591814411439181	1.6225834349752404
43	8	1.0	1.0	55.375	19.0	0.4875	8.0	1.8936064419685863
43	8	1.0	0.95	55.145081255263484	19.019018389079893	0.5273986414064363	7.906491639274852	1.8936064419685863
43	8	1.0	0.9	54.90472870699067	19.0381950027587	0.569175315584666	7.619239694897727	1.8936064419685863
43	8	1.0	0.8	54.4016019037823	19.0742523789671	0.6560798699974741	6.542272289386346	1.8936064419685863
43	8	0.8	1.0	55.46296296296298	18.88888888888889	0.43209876543209885	7.806067816775727	1.8936064419685863
43	8	0.8	0.95	55.23308273995172	18.91032376952257	0.4729105864671505	7.793077359798549	1.8936064419685863
43	8	0.8	0.9	54.990029961593706	18.9331616446921	0.516498579901214	7.585749093607738	1.8936064419685863
43	8	0.8	0.8	54.47264466074113	18.980404704095722	0.6098844489894643	6.592283547120398	1.8936064419685863
43	8	0.6	1.0	55.58593750000001	18.750000000000004	0.36328125	7.086505190311418	1.8936064419685863
43	8	0.6	0.95	55.36299292397082	18.773543705172056	0.40372913001400734	7.189075895441834	1.8936064419685863
43	8	0.6	0.9	55.123295016316625	18.800058644390635	0.448062638043927	7.144825163555593	1.8936064419685863
43	8	0.6	0.8	54.59913606954531	18.85996786442017	0.5469444269902964	6.48047143208522	1.8936064419685863
44	21	1.0	1.0	50.666666666666664	17.238095238095237	0.047619047619047616	21.0	1.8151359120383859
